Name,Surname,Function,Company,Vehicle,Weight,Height,Postal_code
Caua,Santos,Shoe and leather worker,Fellowship Investments,2008 Lincoln Navigator,94,179,
Davi,Castro,Shoe and leather worker,Pender's Food Stores,1993 Toyota Land Cruiser,98.1,187,
Anna,Carvalho,Short haul or local truck driver,Lechmere,2004 Daewoo Lacetti,87.7,164,
Isabelle,Cavalcanti,Short haul or local truck driver,Pro Property Maintenance,2011 Nissan Quest,71.3,167,
Kaua,Castro,Short-order cook,Big Bear Stores,2000 Matra-Simca M72,101,180,
Paulo,Sousa,Short-order cook,JasmineSola,1995 BMW CLS,64.9,170,
Gustavo,Pinto,Show host,Scotty's Builders Supply,2015 Bentley Continental GT,69.2,167,
Julieta,Fernandes,Sign language interpreter,Hill-Behan,2005 Mercedes-Benz SLK,84,167,
Renan,Martins,Sign language interpreter,Plan Smart Partner,2012 Maybach Landaulet,100.1,167,
Nicole,Castro,Sign language interpreter,Rhodes Furniture,2011 Nissan Navara,92.9,158,
Matheus,Goncalves,Signal and track switch repairer,Young @ Heart,2012 Mazda 3,106.4,185,
Marisa,Araujo,Silversmith,Honest Air Group,2008 Opel Vectra,67.2,165,
Vitoria,Araujo,Silversmith,Record & Tape Outlet,2014 Toyota Sequoia,74.9,162,
Julia,Martins,Simultaneous interpreter,Better Business Ideas and Services,2002 Oldsmobile Aurora,97,158,
Leonor,Carvalho,Simultaneous interpreter,Crandall's Fine Furniture,2001 Lotus Elise,101.9,159,
Carolina,Martins,Singer,Monlinks,1996 Nissan Gloria,93.6,168,
Ana,Fernandes,Skills trainer,Red Food,2002 SsangYong Musso,79.9,162,
Tania,Oliveira,Skills training coordinator,STM Auto Parts,2008 Mercedes-Benz CLK,55.1,167,
Gustavo,Cavalcanti,Skin care specialist,Reliable Guidance,2011 Mazda CX-7,113.4,175,
Isabela,Pereira,Small engine service technician,Ellman's Catalog Showrooms,1996 Ford Windstar,92.2,158,
Vitoria,Barros,Small engine service technician,Young @ Heart,2002 Pontiac Sunfire,94,159,
Joao,Alves,Snowmobile mechanic,Earl Abel's,2008 Peugeot 1007,80.4,171,
Rodrigo,Ribeiro,Social and human service assistant,Harvest Foods,1995 Acura CL-X,65.8,174,
Nicolas,Cunha,Social psychologist,Luskin's,2007 Lincoln MKZ,64.2,186,
Pedro,Almeida,Social scientist,Janeville,2008 Scion tC,66.8,184,
Maria,Souza,Social work assistant,Sound Warehouse,2003 Renault Grand Scenic,86.2,165,
Raissa,Oliveira,Social work planner,Success Is Yours,2002 BMW 332,80.3,172,
Gabriel,Silva,Social work policy maker,Chief Auto Parts,2010 Subaru Legacy,89.8,182,
Rodrigo,Castro,Sociocultural anthropologist,Paul Harris,1999 Volkswagen Eurovan,81.7,180,
Matilde,Cavalcanti,Sociologist,Magik Gray,2004 Oldsmobile Aurora,76.1,168,
Samuel,Cunha,Software quality assurance analyst,A.J. August Fashion Wear,1999 Mazda Midge,77.5,166,
Larissa,Barbosa,Software quality assurance analyst,Jackpot Consultant,2012 Peugeot 207,68.6,174,
Andre,Lima,Soil conservationist,Schucks Auto Supply,1992 Austin Montego,69,184,
Estevan,Pereira,Soil conservationist,Superior Interactive,2010 Hyundai ix20,79.1,173,
Giovanna,Rodrigues,Soldering worker,Ruehl No. 925,2009 Chrysler Crossfire,62.1,168,
Aline,Araujo,Soldier,Erol's,2004 Audi Allroad,57.9,152,
Tania,Almeida,Soldier,Just For Fun,1997 Citroen Rally Raid,95.5,161,
Raissa,Santos,Soldier,Matrix Design,2010 Holden Barina,91.1,156,
Bruno,Cardoso,Sound engineering technician,Afforda,2006 Honda Pilot,59.9,173,
Camila,Lima,Sound engineering technician,Choices,2008 Chevrolet Impala,49.8,158,
Bruno,Barbosa,Sound engineering technician,Dave Cooks,1994 Pontiac Trans Sport,78.2,181,
Leonor,Carvalho,Sound engineering technician,"Wholesale Club, Inc.",2006 Fiat Idea,52.3,152,29.172-478
Erick,Fernandes,Sound mixer,Castro Convertibles,2003 Dodge Durango,101.1,182,
Andre,Oliveira,Sous chef,Maloley's Finer Foods,2008 BMW 645,89.3,168,
Livia,Correia,Special education teacher,EXPO Design Center,1999 Nissan Sentra,83.4,171,
Leticia,Martins,Special education teacher,Madcats Music & Books,1997 Daewoo Prince,96.7,170,
Brenda,Gomes,Special education teacher,Star Interior Design,2001 Mini One,69.1,169,
Diogo,Barros,Specialist,Lionel Kiddie City,2001 Citroen Saxo,88.8,186,
Amanda,Martins,Speech pathologist,Crafts Canada,2008 BMW 330,87.4,161,
Vitoria,Gomes,Speech therapist,Child World,2006 Fiat Idea,93.8,168,
Fernanda,Rocha,Speech therapist,County Market,1994 Volkswagen Golf,76.9,154,32.370-670
Sarah,Cavalcanti,Speech writer,Prestigabiz,2006 Pontiac Torrent,53.1,171,
Julia,Martins,Speech writer,Super Duper,2012 Holden UTE,92.6,152,32.685-062
Gustavo,Costa,Speech-language pathologist,Monk Home Loans,1992 Ford Taurus,97.1,172,
Gabrielly,Castro,Sports book runner,Disc Jockey,2015 Dodge Durango,71.6,158,
Nicole,Dias,Sports book runner,Virgin Megastores,2005 Morgan Plus 8,84.9,155,
Raissa,Cunha,Sports book writer,Hudson's MensWear,1994 Ford Versailles,94.6,158,
Yasmin,Almeida,Sports book writer,Witmark,1993 Citroen C 15,99.6,158,
Isabella,Gomes,Sports competitor,Listenin' Booth,2003 Panoz AIV,104.8,168,
Marina,Azevedo,Sports instructor,Leonard Krower & Sons,2003 Infiniti M,58.5,159,
Andre,Silva,Sports instructor,Luskin's,2005 Holden Berlina,96.8,172,
Mariana,Correia,Sports instructor,Richman Brothers,2004 Toyota Solara,89.9,166,
Anna,Cunha,Sports instructor,Tee Town,1995 Infiniti Q45,102.7,170,
Isabelle,Rodrigues,Sports official,Buena Vista Realty Service,2010 Tata Sumo,88,152,
Estevan,Carvalho,Sports official,David Weis,2002 Nissan Avenir,90.1,185,31.310-560
Jalio,Azevedo,Sports official,Quest Technology Service,2001 Acura TL,84.9,182,
Tomas,Cavalcanti,Sprinklerfitter,Big A Auto Parts,2006 Lamborghini Murcielago,65.9,165,
Nicole,Alves,Sprinklerfitter,Galaxy Man,2001 Saab 9-X,49.5,172,
Daniel,Alves,Staff assistant,Grade A Investment,2009 Bentley Continental GTC,79.4,173,
Yasmin,Oliveira,Staff development director,Block Distributors,1998 Cadillac Eldorado,78.5,170,
Vinicius,Oliveira,Staff manager,Bombay Company,2004 Pontiac Vibe,116.6,184,
Leticia,Carvalho,Staff manager,Budget Tapes & Records,2010 Toyota Venza,73.7,168,
Daniel,Ribeiro,Staffing and assignments coordinator,Maurice The Pants Man,1998 Chrysler PT Cruiser,98.7,169,
Emilly,Ferreira,Staffing and assignments coordinator,Rogersound Labs,2008 Chevrolet Malibu,90.2,162,
Julieta,Pereira,Staffing consultant,"Deco Refreshments, Inc.",2003 Chrysler Concorde,89.9,167,
Douglas,Cardoso,Staffing consultant,K&G Distributors,1996 Honda CRX,75.9,168,
Clara,Oliveira,Staffing consultant,Thalhimers,2005 Saturn Vue,81.5,164,
Murilo,Rocha,Staffing manager,Locost Accessories,2014 BMW ActiveHybrid 5,75.6,182,
Carolina,Melo,State trooper,Anthony's,1992 Mercedes-Benz S,64.6,169,74.333-210
Brenda,Oliveira,State trooper,Fellowship Investments,1995 Rolls-Royce Silver Spur,56,166,
Clara,Silva,State trooper,Laura Ashley Mother & Child,2015 Ford Fusion Hybrid,54.9,154,
Otavio,Sousa,Station agent,Pace Membership Warehouse,2008 Mazda MazdaSpeed3,80.8,172,
Caua,Silva,Stationary engineer,Liberty Wealth Planners,2008 Holden Commodore,66.2,165,
Evelyn,Carvalho,Statistical assistant,Builders Square,1993 Dodge Caravan,84.6,169,
Guilherme,Correia,Steadicam operator,Friendly Interior Design,2015 Chevrolet Spark EV,66,180,
Vitoria,Barros,Steamfitter,Adapt,2002 ZAZ Wagon,100.1,170,
Alex,Alves,Steamfitter,Geri's Hamburgers,2007 Kia Carnival,97.6,175,
Gabrielle,Cardoso,Stenocaptioner,Crafts Canada,2005 Jaguar XJ6,72.9,159,
Giovanna,Cavalcanti,Stevedore,Mission You,2007 Jeep Patriot,65.4,160,
Eduarda,Pereira,Stock broker,Infinite Wealth,2000 Buick Regal,73.9,167,
Otavio,Silva,Stock clerk,Central Hardware,1993 Ford Focus,79.8,177,
Sophia,Martins,Stock clerk,Miller & Rhoads,1996 BMW 525,55.6,153,
Diego,Gomes,Stock clerk,Western Auto,1996 Nissan Crew,106.8,172,
Jalia,Goncalves,Stock trader,Beatties,1993 Mini MK VI,81.7,166,
Ana,Ferreira,Stock-control clerk,Quality Event Planner,2003 Daihatsu Terios,106.3,158,
Otavio,Costa,Stonemason,Fisher Foods,2009 BMW 125,68.4,184,
Fernanda,Melo,Stonemason,FlowerTime,2008 Lincoln Mark LT,101.1,159,
Gabriela,Sousa,Stonemason,Greyvoid,1992 Alpina B 12,58.7,163,
Caua,Oliveira,Store detective,Present Company,2001 Volvo V70,84.9,167,
Mateus,Costa,Store manager,National Lumber,2001 Daewoo Nubira,95.3,175,
Amanda,Almeida,Store manager,Suncoast Video,2005 Toyota Allion,52.9,171,
Ryan,Goncalves,Stratigrapher,Handy Dan,1996 Mazda RX-01,95.3,189,
Anna,Rocha,Street vendor,Planet Pizza,1998 Nissan Pickup,65.9,154,
Agatha,Cardoso,Strength trainer,AJ Bayless,2003 Ford Falcon,78.8,164,32.670-408
Carla,Dias,Strength trainer,Body Fate,2009 Holden Epica,73.8,173,
Vitor,Sousa,Strength trainer,Brilliant Home Designs,2009 BMW 130,75.4,184,
Julian,Silva,Structural and reinforcing iron and metal worker,Fradkin Brothers Furniture,1993 Zastava 65,108.3,183,
Estevan,Barbosa,Structural and reinforcing iron and metal worker,Marianne,2002 Saab 9-5,101.9,179,
Luiza,Cunha,Structural engineer,CSK Auto,2005 Subaru Outback,84.6,166,
Martim,Fernandes,Structural engineer,Omni Source,2002 Suzuki Jimny,106.5,168,
Miguel,Martins,Structural metal fabricator,Eden Lawn Service,2008 Toyota Tazz,93.1,184,
Fabio,Cunha,Structural metal fitter,Specific Appraisals,2009 Daihatsu Sirion,72,165,
Alice,Lima,Student affairs administrator,Sandy's,2006 Cadillac DTS,51.7,158,
Alice,Melo,Student affairs administrator,Star Interior Design,2010 Chevrolet Rezzo,103.5,171,
Bianca,Cavalcanti,Student services director,Accord Investments,2012 Chevrolet Cruze,53.5,155,
Tomas,Goncalves,Substance abuse social worker,Price Club,1993 Mazda MX-3,106,182,
Matilde,Carvalho,Substance abuse social worker,The Wall,2001 Lamborghini Murcielago,58.5,166,
Kaua,Dias,Subway operator,Father & Son,1996 Citroen Rally Raid,112.1,169,
Kai,Lima,Subway operator,Pointers,2001 Fiat Multipla,89.5,182,
Gabrielle,Azevedo,Subway operator,Rex Audio Video Appliance,2009 Lexus LS,69.7,169,
Vitor,Alves,Subway operator,Tech Hifi,2005 Audi A4,66.1,174,
Leonardo,Araujo,Superintendent,Cavages,2014 Jeep Wrangler,90.7,166,
Marcos,Souza,Support service manager,Boston Sea Party,1999 Toyota Supra,100.4,175,
Joao,Sousa,Support specialist,KG Menswear,2015 GMC Terrain,77.1,180,
Gustavo,Fernandes,Support specialist,Terra,1996 Opel Calibra,103.4,182,
Anna,Carvalho,Support staff specialist,Lawnscape Garden Maintenance,2008 Infiniti M,77.2,155,
Rafaela,Costa,Support staff specialist,Odyssey Records & Tapes,1993 Honda Integra,74.8,151,
Larissa,Ferreira,Surfacing equipment operator,Auto Works,1999 Jensen SV-8,89.4,158,
Isabella,Cardoso,Surfacing equipment operator,Leonard Krower & Sons,1996 Opel Vectra,99,169,
Julia,Fernandes,Surgeons,Penn Fruit,2004 Mercedes-Benz SLK,62.9,153,
Vitor,Almeida,Surgical nurse,Multi Tech Development,2007 Chevrolet Express,81.9,170,
Rafaela,Alves,Surgical nurse,Service Merchandise,1997 Vauxhall Astra,58.4,150,
Beatriz,Rodrigues,Surgical technician,Hit or Miss,2004 Mini Cooper,85.2,165,
Tomas,Almeida,Surgical technician,Prospa-Pal,2001 Honda S-MX,74.5,182,
Victor,Pinto,Surgical technician,"Wholesale Club, Inc.",2005 Alfa Romeo 159,70.3,167,
Ana,Sousa,Surgical technologist,Garden Guru,2014 BMW X4,51.8,169,
Emily,Lima,Surgical technologist,Megatronic Plus,2005 Proton 300,82.1,174,
Vinicius,Alves,Surveillance agent,Price Savers,1996 Alpina B6,75.1,171,
Leticia,Pereira,Surveillance officer,Star Bright Investment Group,2011 Porsche Cayenne,88,172,
Vitoria,Gomes,Survey researcher,A+ Electronics,2004 Peugeot 306,58.6,162,
Matheus,Cunha,Survey researcher,Cardinal Stores,2001 Infiniti G35,67.8,174,93220042
Nicolash,Correia,Surveying technician,Liberal,1998 Daewoo Chairman,60.8,184,
Matilde,Castro,System operator,Adaptas,1999 BMW 845,105.7,150,31.535-522
Martim,Ferreira,System operator,Vibrant Man,2000 Mercury Tracer,67.3,170,
Mariana,Carvalho,Systems analyst,Destiny Realty,2011 Audi A1,68.7,158,
Otavio,Melo,Systems analyst,Nickerson Farms,1994 ZAZ Slavuta,97.7,181,
Marcos,Silva,Systems analyst,Today's Man,2004 Saleen S7,69.1,184,
Jose,Rocha,Systems analyst,World of Fun,1992 Chevrolet Astro,110,166,
Tomas,Goncalves,Systems developer,Chatham,2001 MG ZT,65.9,172,
Fabio,Ribeiro,Systems developer,Practi-Plan Mapping,1998 Isuzu Hombre,89.4,184,
Rafael,Silva,Systems developer,Standard Brands Paint Company,1995 McLaren F1 LM,99.7,175,
Martim,Alves,Systems programmer,Licorice Pizza,2004 Mitsubishi L 200,89.1,181,
Aline,Santos,Systems programmer,Vinyl Fever,1999 Toyota XYR,99.7,156,
Tomas,Correia,Systems software engineer,Liberal,2011 Infiniti M,68.1,172,32043-044
Jose,Rodrigues,Systems software engineer,Mr. Good Buys,2009 Subaru Outback Sport,103.7,168,
Carlos,Araujo,Systems software engineer,Protean,2010 Kia Picanto,102.6,186,
Samuel,Melo,Systems software engineer,Ruehl No. 925,2007 Opel Corsa,71.6,173,
Carla,Martins,Tailor,Cut Rite,2000 Ford ST 460,64.9,153,
Gabriel,Goncalves,Talking-books clerk,Just For Fun,1992 GAZ 24-10,79,174,
Vitoria,Cardoso,Tamping equipment operator,Farmer Jack,2007 Fiat Multipla,50.8,173,
Diego,Cardoso,"Tank car, truck, and ship loader",Accord Investments,2006 Subaru Justy,79.2,169,
Agatha,Carvalho,"Tank car, truck, and ship loader",Thrift Auto Parts,1993 Daihatsu Fourtrak TDX,57.2,157,
Jalio,Lima,Tax examiner,Mikrotechnic,2011 Chevrolet Tahoe,80.4,179,
Estevan,Barros,Tax preparer,Strategic Profit,1998 Mazda MS-9,65.4,163,
Livia,Rodrigues,Taxi driver,L' Fish,1994 Toyota Century,79.4,165,
Luiz,Alves,Taxi driver,Poore Simon's,2000 Mitsubishi Minica,86.7,172,
Leila,Cardoso,Taxicab dispatcher,Geri's Hamburgers,2008 Dodge Durango,53.1,157,26.282-030
Bruna,Santos,Teacher aide,Stratabiz,2003 Mazda MPV,99.5,165,
Nicolas,Silva,Team assembler,Kenny Rogers Roasters,2008 Hyundai i10,57.4,180,
Leila,Souza,Team assembler,Pro Star Garden Management,2002 Daewoo Evanda,78.6,154,
Nicolash,Barros,Technical communications specialist,Garden Master,2005 Toyota Highlander,93.1,186,
Jose,Cavalcanti,Technical communications specialist,MegaSolutions,2012 Buick Regal,70.7,181,
Luana,Rocha,Technical communications specialist,Sure Save,1993 Mazda MX-3,100,169,
Rafaela,Santos,Technical sales manager,Frank and Seder,2008 Land Rover Range Rover,63.5,153,
Renan,Carvalho,Technical sales manager,Good Times,2002 BMW Z3,56.6,190,
Alex,Oliveira,Technical trainer,Paul's Food Mart,2001 TVR Chimaera,93.9,176,
Samuel,Araujo,Technical writer,Helping Hand,2011 Opel Astra,104.3,165,
Joao,Carvalho,Technical writer,White Tower Hamburgers,1997 Mercury Tracer,99.2,176,
Leila,Martins,Technician,Custom Lawn Care,1998 Plymouth Pronto Cruiser,52.5,167,
Vinicius,Barbosa,Technician,Loblaws,2005 Lancia Ypsilon,66.7,172,
Sophia,Alves,Technologist,Home Quarters Warehouse,2003 Pagani Zonda,85,167,
Davi,Oliveira,Telecommunications equipment installer,Childrens Bargain Town,2005 Mercury Sable,99.4,190,
Carlos,Correia,Telecommunications equipment installer,Gold Medal,2012 Fiat Ulysse,92.6,182,
Jalia,Correia,Telecommunications equipment installer,House Of Denmark,1999 Ford Focus,74.8,156,
Fernanda,Santos,Telecommunications service technician,Quickbiz,1994 Suzuki Cappuccino,94,157,
Nicole,Lima,Telecommunications service technician,The Sample,2004 Chrysler LHS,70.7,170,
Douglas,Sousa,Telecommunications specialist,Leath Furniture,2010 Chevrolet Impala,106.2,172,
Kaua,Carvalho,Telemarketer,L.L. Berger,1999 Aston Martin Vantage,72.9,174,
Marisa,Souza,Telemarketer,Little Folk Shops,1998 SsangYong Musso,50,151,
Maria,Rodrigues,Telephone installer,Allied Radio,2011 Fiat Bravo,64.6,174,
Ryan,Costa,Telephone repairer,Audio Aid,1997 Eagle Talon,68.7,172,
Maria,Fernandes,Telephone service representative,d.e.m.o.,1997 Volkswagen Sharan,101.1,172,
Joao,Ribeiro,Teletype operator,Hughes & Hatcher,1998 Panoz Q9,101.1,183,
Vitor,Santos,Teletype operator,Pup 'N' Taco,1993 Beijing BJ 2021,111.5,176,
Isabelle,Correia,Television announcer,Brand Names,1993 Lada Niva,68.7,158,
Luiza,Araujo,Television announcer,Formula Grey,1992 Jaguar XJS,84.7,168,
Clara,Melo,Television announcer,Kids Mart,2009 Mercedes-Benz CLS,105.4,164,
Carla,Silva,Television announcer,Mikro Designs,2015 Rolls-Royce Phantom Drophead Coupe,52.2,157,
Carolina,Barros,Television camera operator,Big Daddy's Restaurants,2004 Acura MDX,59.4,158,
Ryan,Souza,Television camera operator,White Hen Pantry,2015 Chevrolet Malibu,91.8,177,
Tomas,Alves,Teller,MacMarr Stores,2007 Seat Ibiza,103.3,169,94.055-100
Enzo,Oliveira,Teller supervisor,Brendle's,2011 Lexus GS,73,177,
Thais,Rocha,Teller supervisor,Dave Cooks,2004 Honda CR-V,63.9,165,
Murilo,Araujo,Terminal controller,Strategic Profit,1995 Honda Prelude,84.8,177,
Tiago,Gomes,Terminal controller,White Hen Pantry,2011 Alpina B7,105.8,174,
Joao,Pinto,Termite control technician,Harold's,1997 Volvo S90,113.2,177,
Lara,Carvalho,Termite control technician,Infinity Investment Plan,2015 BMW 2 Series,54.2,162,
Emilly,Cardoso,Terrazzo worker,Jackpot Consultant,2003 Toyota Mark II,93.6,169,
Emilly,Azevedo,Terrazzo worker,National Hardgoods Distributors,2004 Dodge Stratus,66.4,155,
Julian,Alves,Terrazzo worker,Ulbrich's,2004 MG ZT-T,109.5,168,
Leila,Ribeiro,Tester,Consumers Food and Drug,2008 Alfa Romeo 166,103,155,
Tiago,Barbosa,Textile bleaching and dyeing machine operator,Dubrow's Cafeteria,1995 Xedos 6,95.2,174,
Lara,Carvalho,Textile bleaching and dyeing machine operator,Kenny Rogers Roasters,1997 Mercury Villager,69.4,159,
Jose,Cardoso,Textile bleaching and dyeing machine operator,Sky High Financial Advice,2000 Tata Safari,113.7,168,
Gabrielle,Fernandes,Textile bleaching and dyeing machine operator,Stop N Shop,2000 Daihatsu YRV,100.6,157,
Diego,Lima,Textile knitting and weaving machine operator,Big Bear Stores,2000 Cadillac Seville,72.2,184,
Melissa,Alves,Textile knitting and weaving machine operator,Checker Auto Parts,1998 Volvo C70,55.2,165,
Carolina,Barros,Textile knitting and weaving machine operator,Payless Cashways,2012 Jaguar XK,88.9,172,
Maria,Barros,Textile knitting and weaving machine setter,P. Samuels Men's Clothiers,2005 Kia Visto,64.8,166,
Murilo,Martins,Textile machine operator,Grass Roots Yard Services,2010 Ford Expedition,107.5,183,
Emily,Castro,Theoretical mathematician,Monsource,2006 Kia Cerato,77.6,160,
Vitor,Almeida,Therapeutic recreation specialist,Magna Consulting,2004 Mazda MX-5 Miata,113.5,183,
Julieta,Lima,Ticket agent,Big D Supermarkets,2010 Ford Escape,88.5,162,
Luis,Oliveira,Ticket seller,Total Yard Management,1999 Dodge Charger,104.6,177,
Daniel,Cunha,Ticket taker,Gamma Realty,2010 Ferrari 612 Scaglietti,101.9,188,
Brenda,Araujo,Ticket taker,Handy Andy Home Improvement Center,2012 Aston Martin Rapide,63.7,173,
Maria,Pinto,Tile finisher,Plunkett Home Furnishings,1997 Ginetta G40,59.2,151,
Bruno,Pinto,Tile installer,Integra Wealth,2006 Proton Gen-2,69.8,170,
Eduarda,Carvalho,Tilesetter,Sunny Real Estate Investments,1996 Cadillac Eldorado,52.9,156,
Gabrielle,Ribeiro,Time recorder,Grade A Investment,1992 Suzuki Alto,82.6,163,
Estevan,Ferreira,Time recorder,Incluesiv,2005 Bristol Blenheim,59.5,181,
Amanda,Correia,Timekeeper,Life Map,2002 Renault Ellypse,71.2,169,
Lavinia,Sousa,Timekeeper,Realty Zone,2012 Dodge Journey,95.8,170,09.431-160
Agatha,Barbosa,Timekeeping clerk,Wealth Zone Group,2005 Peugeot 807,67.7,170,
Yasmin,Sousa,Tire builder,Polk Brothers,1993 Plymouth Neon,59.2,169,
Nicolas,Souza,Tire changer,Independent Investors,2006 Hyundai Sonata,97.6,182,
Daniel,Ferreira,Tire repairer,Cut Rite Lawn Care,2014 Infiniti Q60 Convertible,80.2,164,
Nicolas,Fernandes,Tire repairer,Waves Music,1995 MG RV8,106.1,170,
Murilo,Lima,Title abstractor,Opti-Tek,2010 Toyota Tacoma,105.7,169,
Evelyn,Cardoso,Title examiner,Children's Palace,2005 BMW X5,85.7,169,26182-095
Nicole,Fernandes,Title searcher,Weatherill's,2007 Chevrolet Silverado,61.2,156,
Bruno,Barros,Tool filer,Gallenkamp,2011 Ferrari 599,75.5,177,
Rodrigo,Goncalves,Toolmaker,Oranges Records & Tapes,2005 Porsche Carrera GT,86.1,179,
Martim,Pereira,Top executive,Thriftway Food Mart,1994 Ferrari 512 TR,75.9,169,01.225-030
Beatrice,Dias,Tour bus driver,National Shirt Shop,2000 Isuzu Axiom,53.6,170,
Victor,Correia,Tour bus driver,Platinum Interior Design,1999 Infiniti G20,74.6,190,
Julian,Correia,Tour guide,Walt's IGA,2000 Opel Tigra,114.6,181,
